tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,winner_rank,winner_rank_points,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,loser_rank,loser_rank_points,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced
2004-580,Australian Open,Hard,128,G,20040119,112,103819,2.0,,Roger Federer,R,185.0,SUI,22.4476386037,2.0,4375.0,104379,,WC,Todd Reid,R,180.0,AUS,19.627652293,148.0,253.0,6-3 6-0 6-1,5,R32,74.0,5.0,3.0,57.0,31.0,23.0,17.0,11.0,0.0,1.0,1.0,3.0,71.0,41.0,18.0,10.0,11.0,6.0,14.0
2004-580,Australian Open,Hard,128,G,20040119,120,103819,2.0,,Roger Federer,R,185.0,SUI,22.4476386037,2.0,4375.0,103720,15.0,,Lleyton Hewitt,R,180.0,AUS,22.8993839836,11.0,1625.0,4-6 6-3 6-0 6-4,5,R16,138.0,14.0,4.0,117.0,69.0,51.0,27.0,18.0,6.0,7.0,5.0,5.0,113.0,74.0,49.0,19.0,17.0,8.0,13.0
2004-580,Australian Open,Hard,128,G,20040119,124,103819,2.0,,Roger Federer,R,185.0,SUI,22.4476386037,2.0,4375.0,103900,8.0,,David Nalbandian,R,180.0,ARG,22.0479123888,8.0,2060.0,7-5 6-4 5-7 6-3,5,QF,161.0,20.0,3.0,127.0,76.0,63.0,22.0,22.0,8.0,11.0,5.0,2.0,117.0,76.0,52.0,25.0,21.0,7.0,12.0
2004-580,Australian Open,Hard,128,G,20040119,126,103819,2.0,,Roger Federer,R,185.0,SUI,22.4476386037,2.0,4375.0,103507,3.0,,Juan Carlos Ferrero,R,183.0,ESP,23.9342915811,3.0,4145.0,6-4 6-1 6-4,5,SF,89.0,11.0,1.0,83.0,60.0,50.0,10.0,14.0,4.0,4.0,6.0,0.0,71.0,41.0,27.0,16.0,13.0,2.0,6.0
2004-580,Australian Open,Hard,128,G,20040119,127,103819,2.0,,Roger Federer,R,185.0,SUI,22.4476386037,2.0,4375.0,103498,,,Marat Safin,R,193.0,RUS,23.9780971937,86.0,430.0,7-6(3) 6-4 6-2,5,F,135.0,8.0,2.0,90.0,48.0,36.0,25.0,15.0,1.0,3.0,3.0,5.0,116.0,57.0,36.0,28.0,15.0,13.0,18.0
2004-540,Wimbledon,Grass,128,G,20040621,1,103819,1.0,,Roger Federer,R,185.0,SUI,22.8692676249,1.0,5610.0,104372,,WC,Alex Bogdanovic,L,183.0,GBR,20.0821355236,295.0,112.0,6-3 6-3 6-0,5,R128,80.0,6.0,4.0,64.0,43.0,37.0,14.0,12.0,2.0,2.0,3.0,2.0,86.0,64.0,37.0,8.0,12.0,6.0,12.0
2004-540,Wimbledon,Grass,128,G,20040621,65,103819,1.0,,Roger Federer,R,185.0,SUI,22.8692676249,1.0,5610.0,104268,,Q,Alejandro Falla,L,185.0,COL,20.6023271732,138.0,303.0,6-1 6-2 6-0,5,R64,54.0,6.0,1.0,57.0,43.0,36.0,9.0,11.0,0.0,0.0,2.0,1.0,52.0,31.0,15.0,7.0,10.0,1.0,8.0
2004-540,Wimbledon,Grass,128,G,20040621,97,103819,1.0,,Roger Federer,R,185.0,SUI,22.8692676249,1.0,5610.0,102563,,,Thomas Johansson,R,180.0,SWE,29.2457221081,123.0,335.0,6-3 6-4 6-3,5,R32,98.0,11.0,2.0,80.0,53.0,42.0,18.0,14.0,2.0,2.0,4.0,0.0,90.0,49.0,37.0,17.0,14.0,7.0,11.0
2004-540,Wimbledon,Grass,128,G,20040621,113,103819,1.0,,Roger Federer,R,185.0,SUI,22.8692676249,1.0,5610.0,103333,,,Ivo Karlovic,R,208.0,CRO,25.311430527,62.0,626.0,6-3 7-6(3) 7-6(5),5,R16,110.0,6.0,1.0,96.0,72.0,59.0,20.0,17.0,2.0,2.0,14.0,2.0,100.0,69.0,50.0,21.0,16.0,3.0,4.0
2004-540,Wimbledon,Grass,128,G,20040621,121,103819,1.0,,Roger Federer,R,185.0,SUI,22.8692676249,1.0,5610.0,103720,7.0,,Lleyton Hewitt,R,180.0,AUS,23.3210130048,10.0,1745.0,6-1 6-7(1) 6-0 6-4,5,QF,140.0,19.0,0.0,125.0,72.0,51.0,30.0,18.0,10.0,11.0,4.0,7.0,102.0,53.0,31.0,29.0,17.0,7.0,14.0
2004-540,Wimbledon,Grass,128,G,20040621,125,103819,1.0,,Roger Federer,R,185.0,SUI,22.8692676249,1.0,5610.0,103206,10.0,,Sebastien Grosjean,R,175.0,FRA,26.0643394935,13.0,1665.0,6-2 6-3 7-6(6),5,SF,120.0,6.0,3.0,91.0,54.0,41.0,20.0,14.0,1.0,2.0,2.0,2.0,106.0,62.0,39.0,17.0,15.0,6.0,11.0
2004-540,Wimbledon,Grass,128,G,20040621,127,103819,1.0,,Roger Federer,R,185.0,SUI,22.8692676249,1.0,5610.0,104053,2.0,,Andy Roddick,R,188.0,USA,21.8097193703,2.0,4695.0,4-6 7-5 7-6(3) 6-4,5,F,151.0,12.0,3.0,154.0,95.0,64.0,34.0,22.0,10.0,14.0,11.0,5.0,133.0,81.0,60.0,21.0,22.0,5.0,10.0
2005-520,Roland Garros,Clay,128,G,20050523,1,103819,1.0,,Roger Federer,R,185.0,SUI,23.7891854894,1.0,6605.0,104534,,Q,Dudi Sela,R,175.0,ISR,20.1341546886,264.0,143.0,6-1 6-4 6-0,5,R128,89.0,2.0,5.0,75.0,47.0,33.0,14.0,12.0,4.0,6.0,0.0,5.0,79.0,49.0,20.0,12.0,11.0,8.0,16.0
2005-520,Roland Garros,Clay,128,G,20050523,65,103819,1.0,,Roger Federer,R,185.0,SUI,23.7891854894,1.0,6605.0,104597,,,Nicolas Almagro,R,183.0,ESP,19.7535934292,76.0,506.0,6-3 7-6(0) 6-2,5,R64,107.0,6.0,3.0,88.0,53.0,43.0,22.0,15.0,1.0,2.0,7.0,6.0,91.0,54.0,38.0,14.0,14.0,6.0,10.0
2005-520,Roland Garros,Clay,128,G,20050523,97,103819,1.0,,Roger Federer,R,185.0,SUI,23.7891854894,1.0,6605.0,103602,25.0,,Fernando Gonzalez,R,183.0,CHI,24.8158795346,26.0,1200.0,7-6(9) 7-5 6-2,5,R32,130.0,11.0,1.0,96.0,63.0,49.0,22.0,16.0,1.0,3.0,1.0,6.0,112.0,60.0,41.0,26.0,16.0,3.0,8.0
2005-520,Roland Garros,Clay,128,G,20050523,113,103819,1.0,,Roger Federer,R,185.0,SUI,23.7891854894,1.0,6605.0,102845,14.0,,Carlos Moya,R,190.0,ESP,28.7364818617,15.0,1430.0,6-1 6-4 6-3,5,R16,102.0,2.0,2.0,77.0,44.0,30.0,22.0,13.0,1.0,2.0,0.0,3.0,95.0,63.0,35.0,15.0,13.0,12.0,18.0
2005-520,Roland Garros,Clay,128,G,20050523,121,103819,1.0,,Roger Federer,R,185.0,SUI,23.7891854894,1.0,6605.0,103812,,,Victor Hanescu,R,198.0,ROU,23.8384668036,90.0,455.0,6-2 7-6(3) 6-3,5,QF,124.0,7.0,7.0,92.0,43.0,35.0,28.0,15.0,1.0,3.0,2.0,3.0,110.0,78.0,46.0,14.0,14.0,11.0,16.0
2005-520,Roland Garros,Clay,128,G,20050523,125,104745,4.0,,Rafael Nadal,L,185.0,ESP,18.970568104,5.0,2600.0,103819,1.0,,Roger Federer,R,185.0,SUI,23.7891854894,1.0,6605.0,6-3 4-6 6-4 6-3,5,SF,167.0,2.0,4.0,120.0,88.0,54.0,16.0,19.0,6.0,12.0,3.0,5.0,119.0,74.0,47.0,17.0,19.0,4.0,13.0
2005-580,Australian Open,Hard,128,G,20050117,1,103819,1.0,,Roger Federer,R,185.0,SUI,23.4442162902,1.0,6525.0,102148,,,Fabrice Santoro,R,178.0,FRA,32.1067761807,49.0,793.0,6-1 6-1 6-2,5,R128,94.0,4.0,1.0,68.0,41.0,33.0,15.0,11.0,6.0,6.0,1.0,2.0,98.0,68.0,33.0,13.0,11.0,11.0,18.0
2005-580,Australian Open,Hard,128,G,20050117,65,103819,1.0,,Roger Federer,R,185.0,SUI,23.4442162902,1.0,6525.0,102863,,Q,Takao Suzuki,R,175.0,JPN,28.3258042437,203.0,203.0,6-3 6-4 6-4,5,R64,113.0,7.0,0.0,84.0,59.0,45.0,17.0,15.0,3.0,4.0,7.0,3.0,105.0,71.0,39.0,21.0,14.0,7.0,11.0
2005-580,Australian Open,Hard,128,G,20050117,97,103819,1.0,,Roger Federer,R,185.0,SUI,23.4442162902,1.0,6525.0,103813,,,Jarkko Nieminen,L,185.0,FIN,23.4880219028,87.0,459.0,6-3 5-2 RET,5,R32,57.0,2.0,1.0,49.0,35.0,23.0,8.0,8.0,3.0,5.0,1.0,3.0,56.0,36.0,16.0,9.0,8.0,2.0,7.0
2005-580,Australian Open,Hard,128,G,20050117,113,103819,1.0,,Roger Federer,R,185.0,SUI,23.4442162902,1.0,6525.0,104571,,Q,Marcos Baghdatis,R,183.0,CYP,19.5865845311,155.0,285.0,6-2 6-2 7-6(4),5,R16,103.0,9.0,0.0,78.0,47.0,40.0,20.0,14.0,0.0,1.0,4.0,1.0,96.0,51.0,30.0,25.0,14.0,3.0,8.0
2005-580,Australian Open,Hard,128,G,20050117,121,103819,1.0,,Roger Federer,R,185.0,SUI,23.4442162902,1.0,6525.0,101736,8.0,,Andre Agassi,R,180.0,USA,34.7214236824,8.0,2100.0,6-3 6-4 6-4,5,QF,99.0,22.0,4.0,99.0,65.0,50.0,21.0,15.0,4.0,4.0,1.0,2.0,79.0,44.0,33.0,18.0,14.0,3.0,6.0
2005-580,Australian Open,Hard,128,G,20050117,125,103498,4.0,,Marat Safin,R,193.0,RUS,24.9746748802,4.0,3060.0,103819,1.0,,Roger Federer,R,185.0,SUI,23.4442162902,1.0,6525.0,5-7 6-4 5-7 7-6(6) 9-7,5,SF,268.0,16.0,1.0,207.0,123.0,91.0,44.0,31.0,10.0,14.0,22.0,8.0,188.0,107.0,88.0,41.0,31.0,9.0,13.0
2005-540,Wimbledon,Grass,128,G,20050620,1,103819,1.0,,Roger Federer,R,185.0,SUI,23.8658453114,1.0,6980.0,103908,,,Paul Henri Mathieu,R,185.0,FRA,23.4360027379,58.0,649.0,6-4 6-2 6-4,5,R128,110.0,18.0,1.0,72.0,51.0,43.0,12.0,14.0,1.0,2.0,2.0,2.0,95.0,59.0,37.0,17.0,14.0,10.0,15.0
2005-540,Wimbledon,Grass,128,G,20050620,65,103819,1.0,,Roger Federer,R,185.0,SUI,23.8658453114,1.0,6980.0,104371,,,Ivo Minar,R,183.0,CZE,21.0814510609,99.0,402.0,6-4 6-4 6-1,5,R64,82.0,10.0,1.0,72.0,54.0,46.0,12.0,14.0,2.0,2.0,3.0,6.0,93.0,51.0,35.0,17.0,13.0,3.0,7.0
2005-540,Wimbledon,Grass,128,G,20050620,97,103819,1.0,,Roger Federer,R,185.0,SUI,23.8658453114,1.0,6980.0,103017,25.0,,Nicolas Kiefer,R,183.0,GER,27.9589322382,26.0,1230.0,6-2 6-7(5) 6-1 7-5,5,R32,155.0,14.0,4.0,115.0,81.0,58.0,22.0,20.0,2.0,4.0,5.0,2.0,108.0,56.0,44.0,19.0,19.0,2.0,9.0
2005-540,Wimbledon,Grass,128,G,20050620,113,103819,1.0,,Roger Federer,R,185.0,SUI,23.8658453114,1.0,6980.0,103507,23.0,,Juan Carlos Ferrero,R,183.0,ESP,25.3524982888,31.0,1075.0,6-3 6-4 7-6(6),5,R16,135.0,12.0,1.0,102.0,67.0,53.0,19.0,16.0,2.0,3.0,4.0,3.0,110.0,73.0,53.0,15.0,15.0,6.0,9.0
2005-540,Wimbledon,Grass,128,G,20050620,121,103819,1.0,,Roger Federer,R,185.0,SUI,23.8658453114,1.0,6980.0,103602,21.0,,Fernando Gonzalez,R,183.0,CHI,24.8925393566,24.0,1270.0,7-5 6-2 7-6(2),5,QF,111.0,9.0,0.0,89.0,53.0,41.0,26.0,16.0,2.0,3.0,5.0,4.0,98.0,65.0,42.0,18.0,16.0,2.0,6.0
2005-540,Wimbledon,Grass,128,G,20050620,125,103819,1.0,,Roger Federer,R,185.0,SUI,23.8658453114,1.0,6980.0,103720,3.0,,Lleyton Hewitt,R,180.0,AUS,24.3175906913,2.0,3640.0,6-3 6-4 7-6(4),5,SF,128.0,10.0,3.0,94.0,49.0,42.0,26.0,16.0,0.0,1.0,5.0,4.0,102.0,47.0,35.0,31.0,15.0,5.0,8.0
2005-540,Wimbledon,Grass,128,G,20050620,127,103819,1.0,,Roger Federer,R,185.0,SUI,23.8658453114,1.0,6980.0,104053,2.0,,Andy Roddick,R,188.0,USA,22.8062970568,4.0,3590.0,6-2 7-6(2) 6-4,5,F,101.0,12.0,0.0,79.0,49.0,40.0,22.0,15.0,1.0,2.0,7.0,1.0,96.0,68.0,46.0,11.0,15.0,5.0,9.0
2005-560,US Open,Hard,128,G,20050829,1,103819,1.0,,Roger Federer,R,185.0,SUI,24.0574948665,1.0,6975.0,104371,,,Ivo Minar,R,183.0,CZE,21.273100616,77.0,509.0,6-1 6-1 6-1,5,R128,63.0,11.0,2.0,63.0,45.0,38.0,9.0,11.0,1.0,1.0,3.0,3.0,59.0,35.0,19.0,6.0,10.0,3.0,10.0
2005-560,US Open,Hard,128,G,20050829,65,103819,1.0,,Roger Federer,R,185.0,SUI,24.0574948665,1.0,6975.0,102148,,,Fabrice Santoro,R,178.0,FRA,32.720054757,76.0,509.0,7-5 7-5 7-6(2),5,R64,137.0,9.0,3.0,111.0,76.0,61.0,18.0,18.0,4.0,6.0,5.0,0.0,120.0,78.0,48.0,24.0,18.0,6.0,10.0
2005-560,US Open,Hard,128,G,20050829,97,103819,1.0,,Roger Federer,R,185.0,SUI,24.0574948665,1.0,6975.0,103694,27.0,,Olivier Rochus,R,168.0,BEL,24.6105407255,29.0,1100.0,6-3 7-6(6) 6-2,5,R32,114.0,10.0,2.0,95.0,66.0,56.0,13.0,15.0,1.0,2.0,2.0,3.0,97.0,62.0,38.0,19.0,14.0,4.0,8.0
2005-560,US Open,Hard,128,G,20050829,113,103819,1.0,,Roger Federer,R,185.0,SUI,24.0574948665,1.0,6975.0,103017,,,Nicolas Kiefer,R,183.0,GER,28.1505817933,38.0,900.0,6-4 6-7(3) 6-3 6-4,5,R16,180.0,7.0,4.0,133.0,81.0,58.0,31.0,21.0,4.0,6.0,12.0,11.0,131.0,71.0,52.0,29.0,20.0,6.0,11.0
2005-560,US Open,Hard,128,G,20050829,121,103819,1.0,,Roger Federer,R,185.0,SUI,24.0574948665,1.0,6975.0,103900,11.0,,David Nalbandian,R,180.0,ARG,23.6577686516,11.0,1700.0,6-2 6-4 6-1,5,QF,99.0,11.0,0.0,74.0,40.0,32.0,18.0,13.0,3.0,5.0,0.0,6.0,75.0,42.0,23.0,11.0,12.0,4.0,11.0
2005-560,US Open,Hard,128,G,20050829,125,103819,1.0,,Roger Federer,R,185.0,SUI,24.0574948665,1.0,6975.0,103720,3.0,,Lleyton Hewitt,R,180.0,AUS,24.5092402464,4.0,3335.0,6-3 7-6(0) 4-6 6-3,5,SF,178.0,8.0,2.0,150.0,91.0,62.0,34.0,21.0,10.0,13.0,6.0,8.0,140.0,69.0,53.0,28.0,19.0,11.0,15.0
2005-560,US Open,Hard,128,G,20050829,127,103819,1.0,,Roger Federer,R,185.0,SUI,24.0574948665,1.0,6975.0,101736,7.0,,Andre Agassi,R,180.0,USA,35.3347022587,7.0,2190.0,6-3 2-6 7-6(1) 6-1,5,F,139.0,19.0,0.0,107.0,81.0,60.0,15.0,19.0,3.0,6.0,6.0,4.0,131.0,78.0,45.0,29.0,17.0,14.0,18.0
2006-520,Roland Garros,Clay,128,G,20060529,1,103819,1.0,,Roger Federer,R,185.0,SUI,24.8049281314,1.0,7010.0,103701,,Q,Diego Hartfield,R,185.0,ARG,25.3223819302,157.0,265.0,7-5 7-6(2) 6-2,5,R128,156.0,5.0,2.0,106.0,70.0,48.0,22.0,16.0,6.0,9.0,0.0,2.0,133.0,92.0,53.0,20.0,16.0,15.0,21.0
2006-520,Roland Garros,Clay,128,G,20060529,65,103819,1.0,,Roger Federer,R,185.0,SUI,24.8049281314,1.0,7010.0,104268,,LL,Alejandro Falla,L,185.0,COL,22.5379876797,139.0,309.0,6-1 6-4 6-3,5,R64,86.0,4.0,0.0,68.0,46.0,40.0,15.0,13.0,3.0,3.0,4.0,1.0,86.0,57.0,33.0,14.0,13.0,6.0,11.0
2006-520,Roland Garros,Clay,128,G,20060529,97,103819,1.0,,Roger Federer,R,185.0,SUI,24.8049281314,1.0,7010.0,103454,32.0,,Nicolas Massu,R,183.0,CHI,26.6338124572,35.0,885.0,6-1 6-2 6-7(4) 7-5,5,R32,155.0,6.0,3.0,114.0,70.0,52.0,29.0,20.0,5.0,7.0,4.0,5.0,119.0,77.0,51.0,18.0,19.0,5.0,12.0
2006-520,Roland Garros,Clay,128,G,20060529,113,103819,1.0,,Roger Federer,R,185.0,SUI,24.8049281314,1.0,7010.0,104607,20.0,,Tomas Berdych,R,196.0,CZE,20.6954140999,20.0,1390.0,6-3 6-2 6-3,5,R16,107.0,9.0,1.0,79.0,50.0,38.0,16.0,13.0,2.0,3.0,7.0,3.0,92.0,54.0,39.0,10.0,13.0,10.0,16.0
2006-520,Roland Garros,Clay,128,G,20060529,121,103819,1.0,,Roger Federer,R,185.0,SUI,24.8049281314,1.0,7010.0,104339,12.0,,Mario Ancic,R,196.0,CRO,22.1629021218,12.0,1710.0,6-4 6-3 6-4,5,QF,137.0,4.0,0.0,104.0,65.0,43.0,28.0,15.0,8.0,9.0,3.0,2.0,100.0,64.0,45.0,13.0,14.0,14.0,18.0
2006-520,Roland Garros,Clay,128,G,20060529,125,103819,1.0,,Roger Federer,R,185.0,SUI,24.8049281314,1.0,7010.0,103900,3.0,,David Nalbandian,R,180.0,ARG,24.4052019165,3.0,3065.0,3-6 6-4 5-2 RET,5,SF,98.0,4.0,1.0,72.0,41.0,32.0,15.0,13.0,2.0,5.0,1.0,5.0,74.0,49.0,28.0,17.0,13.0,4.0,8.0
2006-520,Roland Garros,Clay,128,G,20060529,127,104745,2.0,,Rafael Nadal,L,185.0,ESP,19.9863107461,2.0,4545.0,103819,1.0,,Roger Federer,R,185.0,SUI,24.8049281314,1.0,7010.0,1-6 6-1 6-4 7-6(4),5,F,182.0,3.0,0.0,111.0,85.0,59.0,17.0,18.0,7.0,10.0,8.0,1.0,119.0,72.0,49.0,25.0,18.0,8.0,12.0
2006-540,Wimbledon,Grass,128,G,20060626,1,103819,1.0,,Roger Federer,R,185.0,SUI,24.8815879535,1.0,7260.0,104755,,,Richard Gasquet,R,185.0,FRA,20.0219028063,50.0,760.0,6-3 6-2 6-2,5,R128,74.0,5.0,1.0,70.0,47.0,40.0,15.0,13.0,1.0,1.0,2.0,1.0,69.0,54.0,30.0,8.0,12.0,2.0,7.0
2006-540,Wimbledon,Grass,128,G,20060626,65,103819,1.0,,Roger Federer,R,185.0,SUI,24.8815879535,1.0,7260.0,102450,,,Tim Henman,R,185.0,GBR,31.8028747433,64.0,615.0,6-4 6-0 6-2,5,R64,85.0,6.0,0.0,71.0,44.0,35.0,17.0,12.0,2.0,2.0,0.0,3.0,61.0,38.0,21.0,8.0,12.0,2.0,8.0
2006-540,Wimbledon,Grass,128,G,20060626,97,103819,1.0,,Roger Federer,R,185.0,SUI,24.8815879535,1.0,7260.0,103917,,,Nicolas Mahut,R,190.0,FRA,24.4271047228,77.0,530.0,6-3 7-6(2) 6-4,5,R32,125.0,7.0,1.0,93.0,60.0,43.0,26.0,16.0,1.0,2.0,10.0,5.0,96.0,58.0,40.0,19.0,15.0,5.0,8.0
2006-540,Wimbledon,Grass,128,G,20060626,113,103819,1.0,,Roger Federer,R,185.0,SUI,24.8815879535,1.0,7260.0,104607,13.0,,Tomas Berdych,R,196.0,CZE,20.772073922,14.0,1635.0,6-3 6-3 6-4,5,R16,83.0,21.0,1.0,72.0,49.0,41.0,17.0,14.0,1.0,1.0,1.0,3.0,84.0,57.0,36.0,13.0,14.0,3.0,7.0
2006-540,Wimbledon,Grass,128,G,20060626,121,103819,1.0,,Roger Federer,R,185.0,SUI,24.8815879535,1.0,7260.0,104339,7.0,,Mario Ancic,R,196.0,CRO,22.2395619439,10.0,1885.0,6-4 6-4 6-4,5,QF,107.0,7.0,1.0,87.0,50.0,39.0,24.0,15.0,2.0,3.0,7.0,1.0,80.0,46.0,33.0,18.0,15.0,3.0,7.0
2006-540,Wimbledon,Grass,128,G,20060626,125,103819,1.0,,Roger Federer,R,185.0,SUI,24.8815879535,1.0,7260.0,102035,,,Jonas Bjorkman,R,183.0,SWE,34.2587268994,59.0,638.0,6-2 6-0 6-2,5,SF,77.0,9.0,0.0,59.0,43.0,36.0,10.0,11.0,0.0,0.0,3.0,2.0,64.0,39.0,20.0,10.0,11.0,2.0,9.0
2006-540,Wimbledon,Grass,128,G,20060626,127,103819,1.0,,Roger Federer,R,185.0,SUI,24.8815879535,1.0,7260.0,104745,2.0,,Rafael Nadal,L,185.0,ESP,20.0629705681,2.0,4545.0,6-0 7-6(5) 6-7(2) 6-3,5,F,178.0,13.0,1.0,119.0,83.0,64.0,20.0,20.0,1.0,3.0,9.0,3.0,127.0,94.0,64.0,14.0,19.0,4.0,10.0
2006-580,Australian Open,Hard,128,G,20060116,1,103819,1.0,,Roger Federer,R,185.0,SUI,24.4407939767,1.0,6725.0,104797,,WC,Denis Istomin,R,188.0,UZB,19.3593429158,195.0,198.0,6-2 6-3 6-2,5,R128,83.0,2.0,0.0,67.0,46.0,38.0,12.0,13.0,2.0,3.0,8.0,3.0,83.0,53.0,31.0,11.0,12.0,5.0,11.0
2006-580,Australian Open,Hard,128,G,20060116,65,103819,1.0,,Roger Federer,R,185.0,SUI,24.4407939767,1.0,6725.0,104252,,,Florian Mayer,R,190.0,GER,22.2833675565,69.0,544.0,6-1 6-4 6-0,5,R64,72.0,9.0,1.0,74.0,45.0,34.0,18.0,12.0,1.0,1.0,2.0,5.0,69.0,44.0,23.0,11.0,11.0,4.0,10.0
2006-580,Australian Open,Hard,128,G,20060116,97,103819,1.0,,Roger Federer,R,185.0,SUI,24.4407939767,1.0,6725.0,103018,30.0,,Max Mirnyi,R,196.0,BLR,28.5311430527,34.0,890.0,6-3 6-4 6-3,5,R32,109.0,6.0,2.0,70.0,47.0,37.0,20.0,14.0,1.0,1.0,5.0,6.0,108.0,72.0,50.0,11.0,14.0,11.0,15.0
2006-580,Australian Open,Hard,128,G,20060116,113,103819,1.0,,Roger Federer,R,185.0,SUI,24.4407939767,1.0,6725.0,103163,,,Tommy Haas,R,188.0,GER,27.7891854894,41.0,825.0,6-4 6-0 3-6 4-6 6-2,5,R16,178.0,10.0,1.0,132.0,77.0,60.0,29.0,21.0,7.0,9.0,5.0,0.0,138.0,89.0,56.0,28.0,22.0,5.0,11.0
